analysis_variant	scope	cas	state	n_targetable	n_total	proportion	delta_vs_primary	n_changed_vs_primary
appris_principal_tss	genome_wide	Un1Cas12f1_TTTR	sham_WT	8679	21599	0.4018241585258577	0.003518681420436154	424
appris_principal_tss	genome_wide	Un1Cas12f1_TTTR	stroke_WT	9432	21599	0.4366868836520209	0.004166859576832216	452
appris_principal_tss	genome_wide	SaCas9_NNGRRT	homeostatic	7893	21599	0.3654335848881893	0.0027316079448122532	433
appris_principal_tss	genome_wide	SaCas9_NNGRRT	PP_control	9452	21599	0.43761285244687254	0.004259456456317423	408
appris_principal_tss	genome_wide	SaCas9_NNGRRT	PL_acute_LPS	9832	21599	0.4552062595490532	0.004027964257604488	417
appris_principal_tss	genome_wide	SaCas9_NNGRRT	LL_tolerized	9720	21599	0.45002083429788414	0.0037038751794064573	400
appris_principal_tss	genome_wide	SaCas9_NNGRRT	sham_WT	9708	21599	0.4494652530209732	0.003333487661465795	390
appris_principal_tss	genome_wide	SaCas9_NNGRRT	stroke_WT	10646	21599	0.4928931894995139	0.003750173619149033	417
appris_principal_tss	genome_wide	SpCas9_NGG	homeostatic	8962	21599	0.41492661697300803	0.00407426269734712	388
appris_principal_tss	genome_wide	SpCas9_NGG	PP_control	10157	21599	0.4702532524653919	0.004398351775545151	347
appris_principal_tss	genome_wide	SpCas9_NGG	PL_acute_LPS	10499	21599	0.4860873188573545	0.004861336172970965	357
appris_principal_tss	genome_wide	SpCas9_NGG	LL_tolerized	10366	21599	0.47992962637159126	0.004074262697347064	336
appris_principal_tss	genome_wide	SpCas9_NGG	sham_WT	10189	21599	0.4717348025371545	0.0029168017037825567	339
appris_principal_tss	genome_wide	SpCas9_NGG	stroke_WT	11236	21599	0.5202092689476364	0.003657576739663826	361
appris_principal_tss	genome_wide	CjCas9_NNNVRYM	homeostatic	8898	21599	0.41196351682948285	0.0035649798601787297	393
appris_principal_tss	genome_wide	CjCas9_NNNVRYM	PP_control	10129	21599	0.46895689615259967	0.004213158016574847	351
appris_principal_tss	genome_wide	CjCas9_NNNVRYM	PL_acute_LPS	10470	21599	0.48474466410481964	0.0044446502152877265	360
appris_principal_tss	genome_wide	CjCas9_NNNVRYM	LL_tolerized	10337	21599	0.47858697161905644	0.003935367378119392	339
appris_principal_tss	genome_wide	CjCas9_NNNVRYM	sham_WT	10167	21599	0.4707162368628177	0.0031945923422380673	337
appris_principal_tss	genome_wide	CjCas9_NNNVRYM	stroke_WT	11216	21599	0.5192833001527849	0.0038427704986342404	359
appris_principal_tss	genome_wide	Nme2Cas9_NNNNCC	homeostatic	8831	21599	0.40886152136672993	0.0035186814204360983	394
appris_principal_tss	genome_wide	Nme2Cas9_NNNNCC	PP_control	10093	21599	0.46729015232186677	0.004259456456317423	352
appris_principal_tss	genome_wide	Nme2Cas9_NNNNCC	PL_acute_LPS	10437	21599	0.48321681559331453	0.00458354553451551	359
appris_principal_tss	genome_wide	Nme2Cas9_NNNNCC	LL_tolerized	10315	21599	0.47756840594471966	0.004166859576832271	342
appris_principal_tss	genome_wide	Nme2Cas9_NNNNCC	sham_WT	10144	21599	0.46965137274873836	0.0030556970230103397	340
appris_principal_tss	genome_wide	Nme2Cas9_NNNNCC	stroke_WT	11189	21599	0.5180332422797351	0.003935367378119281	361
legacy_most5_basic_tss	therapeutic_panel	Un1Cas12f1_TTTR	homeostatic	22	55	0.4	-0.018181818181818132	3
legacy_most5_basic_tss	therapeutic_panel	Un1Cas12f1_TTTR	PP_control	28	55	0.509090909090909	0.0	4
legacy_most5_basic_tss	therapeutic_panel	Un1Cas12f1_TTTR	PL_acute_LPS	31	55	0.5636363636363636	-0.036363636363636376	6
legacy_most5_basic_tss	therapeutic_panel	Un1Cas12f1_TTTR	LL_tolerized	29	55	0.5272727272727272	-0.036363636363636376	6
legacy_most5_basic_tss	therapeutic_panel	Un1Cas12f1_TTTR	sham_WT	30	55	0.5454545454545454	-0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	Un1Cas12f1_TTTR	stroke_WT	36	55	0.6545454545454545	0.0	4
legacy_most5_basic_tss	therapeutic_panel	SaCas9_NNGRRT	homeostatic	27	55	0.4909090909090909	0.036363636363636376	2
legacy_most5_basic_tss	therapeutic_panel	SaCas9_NNGRRT	PP_control	33	55	0.6	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	SaCas9_NNGRRT	PL_acute_LPS	37	55	0.6727272727272727	0.0	6
legacy_most5_basic_tss	therapeutic_panel	SaCas9_NNGRRT	LL_tolerized	35	55	0.6363636363636364	0.0	6
legacy_most5_basic_tss	therapeutic_panel	SaCas9_NNGRRT	sham_WT	37	55	0.6727272727272727	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	SaCas9_NNGRRT	stroke_WT	41	55	0.7454545454545455	0.036363636363636376	4
legacy_most5_basic_tss	therapeutic_panel	SpCas9_NGG	homeostatic	32	55	0.5818181818181818	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	SpCas9_NGG	PP_control	36	55	0.6545454545454545	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	SpCas9_NGG	PL_acute_LPS	40	55	0.7272727272727273	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	SpCas9_NGG	LL_tolerized	37	55	0.6727272727272727	0.0	6
legacy_most5_basic_tss	therapeutic_panel	SpCas9_NGG	sham_WT	38	55	0.6909090909090909	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	SpCas9_NGG	stroke_WT	43	55	0.7818181818181819	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	CjCas9_NNNVRYM	homeostatic	31	55	0.5636363636363636	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	CjCas9_NNNVRYM	PP_control	36	55	0.6545454545454545	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	CjCas9_NNNVRYM	PL_acute_LPS	39	55	0.7090909090909091	0.0	6
legacy_most5_basic_tss	therapeutic_panel	CjCas9_NNNVRYM	LL_tolerized	37	55	0.6727272727272727	0.0	6
legacy_most5_basic_tss	therapeutic_panel	CjCas9_NNNVRYM	sham_WT	38	55	0.6909090909090909	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	CjCas9_NNNVRYM	stroke_WT	43	55	0.7818181818181819	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	Nme2Cas9_NNNNCC	homeostatic	31	55	0.5636363636363636	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	Nme2Cas9_NNNNCC	PP_control	36	55	0.6545454545454545	0.018181818181818188	3
legacy_most5_basic_tss	therapeutic_panel	Nme2Cas9_NNNNCC	PL_acute_LPS	39	55	0.7090909090909091	0.0	6
legacy_most5_basic_tss	therapeutic_panel	Nme2Cas9_NNNNCC	LL_tolerized	37	55	0.6727272727272727	0.0	6
legacy_most5_basic_tss	therapeutic_panel	Nme2Cas9_NNNNCC	sham_WT	38	55	0.6909090909090909	0.018181818181818188	5
legacy_most5_basic_tss	therapeutic_panel	Nme2Cas9_NNNNCC	stroke_WT	43	55	0.7818181818181819	0.018181818181818188	5
legacy_most5_basic_tss	genome_wide	Un1Cas12f1_TTTR	homeostatic	6242	21599	0.2889948608731886	-0.0012500578730496592	653
legacy_most5_basic_tss	genome_wide	Un1Cas12f1_TTTR	PP_control	8126	21599	0.37622112134821056	0.0026853095050696774	710
legacy_most5_basic_tss	genome_wide	Un1Cas12f1_TTTR	PL_acute_LPS	8546	21599	0.3956664660400944	0.00259271262558447	740
legacy_most5_basic_tss	genome_wide	Un1Cas12f1_TTTR	LL_tolerized	8466	21599	0.391962590860688	0.0032871892217232745	717
legacy_most5_basic_tss	genome_wide	Un1Cas12f1_TTTR	sham_WT	8721	21599	0.4037686929950461	0.005463215889624562	676
legacy_most5_basic_tss	genome_wide	Un1Cas12f1_TTTR	stroke_WT	9450	21599	0.4375202555673874	0.005000231492198692	754
legacy_most5_basic_tss	genome_wide	SaCas9_NNGRRT	homeostatic	7797	21599	0.3609889346729015	-0.0017130422704755288	715
legacy_most5_basic_tss	genome_wide	SaCas9_NNGRRT	PP_control	9398	21599	0.43511273670077316	0.0017593407102180492	660
legacy_most5_basic_tss	genome_wide	SaCas9_NNGRRT	PL_acute_LPS	9794	21599	0.45344691883883514	0.002268623547386439	691
legacy_most5_basic_tss	genome_wide	SaCas9_NNGRRT	LL_tolerized	9699	21599	0.44904856706329	0.0027316079448123087	659
legacy_most5_basic_tss	genome_wide	SaCas9_NNGRRT	sham_WT	9730	21599	0.45048381869530996	0.004352053335802575	618
legacy_most5_basic_tss	genome_wide	SaCas9_NNGRRT	stroke_WT	10648	21599	0.49298578637899904	0.003842770498634185	669
legacy_most5_basic_tss	genome_wide	SpCas9_NGG	homeostatic	8858	21599	0.41011157923977964	-0.0007407750358812693	634
legacy_most5_basic_tss	genome_wide	SpCas9_NGG	PP_control	10088	21599	0.46705866012315383	0.0012037594333070833	582
legacy_most5_basic_tss	genome_wide	SpCas9_NGG	PL_acute_LPS	10426	21599	0.48270753275614614	0.001481550071762594	600
legacy_most5_basic_tss	genome_wide	SpCas9_NGG	LL_tolerized	10315	21599	0.47756840594471966	0.0017130422704754733	573
legacy_most5_basic_tss	genome_wide	SpCas9_NGG	sham_WT	10183	21599	0.47145701189869904	0.0026390110653271015	547
legacy_most5_basic_tss	genome_wide	SpCas9_NGG	stroke_WT	11201	21599	0.5185888235566462	0.00203713134867356	586
legacy_most5_basic_tss	genome_wide	CjCas9_NNNVRYM	homeostatic	8798	21599	0.40733367285522476	-0.0010648641140793558	643
legacy_most5_basic_tss	genome_wide	CjCas9_NNNVRYM	PP_control	10059	21599	0.465716005370619	0.0009722672345942041	587
legacy_most5_basic_tss	genome_wide	CjCas9_NNNVRYM	PL_acute_LPS	10402	21599	0.4815963702023242	0.0012963563127922906	608
legacy_most5_basic_tss	genome_wide	CjCas9_NNNVRYM	LL_tolerized	10290	21599	0.47641094495115516	0.0017593407102181047	580
legacy_most5_basic_tss	genome_wide	CjCas9_NNNVRYM	sham_WT	10156	21599	0.4702069540256493	0.0026853095050696774	546
legacy_most5_basic_tss	genome_wide	CjCas9_NNNVRYM	stroke_WT	11175	21599	0.5173850641233391	0.0019445344691884081	594
legacy_most5_basic_tss	genome_wide	Nme2Cas9_NNNNCC	homeostatic	8732	21599	0.4042779758322145	-0.0010648641140793558	649
legacy_most5_basic_tss	genome_wide	Nme2Cas9_NNNNCC	PP_control	10024	21599	0.4640955599796287	0.0010648641140793558	591
legacy_most5_basic_tss	genome_wide	Nme2Cas9_NNNNCC	PL_acute_LPS	10367	21599	0.47997592481133383	0.001342654752534811	611
legacy_most5_basic_tss	genome_wide	Nme2Cas9_NNNNCC	LL_tolerized	10264	21599	0.4752071855178481	0.0018056391499606805	585
legacy_most5_basic_tss	genome_wide	Nme2Cas9_NNNNCC	sham_WT	10133	21599	0.46914208991156997	0.00254641418584195	553
legacy_most5_basic_tss	genome_wide	Nme2Cas9_NNNNCC	stroke_WT	11149	21599	0.516181304690032	0.0020834297884161357	595
