#bamPEFragmentSize
Size	Occurrences	Sample
112	75	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
113	77	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
114	90	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
115	81	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
116	76	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
117	72	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
118	73	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
119	79	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
120	57	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
121	82	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
122	78	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
123	55	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
124	80	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
125	83	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
126	88	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
127	78	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
128	78	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
129	54	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
130	66	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
131	57	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
132	54	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
133	52	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
134	56	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
135	59	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
136	85	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
137	83	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
138	73	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
139	66	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
140	74	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
141	61	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
142	46	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
143	39	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
144	71	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
145	43	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
146	60	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
147	49	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
148	67	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
149	59	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
150	64	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
151	62	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
152	50	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
153	64	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
154	47	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
155	59	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
156	61	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
157	67	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
158	75	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
159	59	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
160	57	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
161	71	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
162	60	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
163	55	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
164	65	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
165	106	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
166	97	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
167	125	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
168	136	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
169	94	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
170	96	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
171	65	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
172	72	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
173	83	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
174	84	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
175	83	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
176	138	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
177	120	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
178	116	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
179	112	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
180	107	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
181	77	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
182	82	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
183	64	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
184	81	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
185	106	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
186	122	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
187	90	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
188	102	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
189	87	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
190	80	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
191	85	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
192	90	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
193	89	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
194	77	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
195	101	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
196	87	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
197	92	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
198	98	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
199	99	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
200	69	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
201	76	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
202	94	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
203	105	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
204	98	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
205	87	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
206	78	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
207	104	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
208	98	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
209	100	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
210	74	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
211	96	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
212	96	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
213	93	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
214	99	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
215	93	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
216	92	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
